date,region,bottle_size_ml,plastic_grade,cashback_bdt,market_recycle_price_bdt_per_kg,user_density_per_km2,awareness_index,distance_to_collection_km,rain_mm,campaign,bottles_sold,return_rate_percent,return_count,gross_recycle_value_bdt,cashback_cost_bdt,net_benefit_bdt
2023-09-02,Dhaka,250,2,3.08,72.82,695,0.766,0.45,182.7,0,1322,54.09,715,390.5,2202.2,-1811.7
2023-05-01,Dhaka,2000,3,1.86,23.09,1142,0.641,0.28,78.0,0,3644,36.16,1318,1825.96,2451.48,-625.52
2025-06-19,Sylhet,500,3,1.58,53.3,28,0.751,2.09,145.4,0,1854,26.89,499,398.95,788.42,-389.47
2023-05-31,Rangpur,1000,2,3.89,66.78,4,0.887,0.85,78.6,0,2028,69.51,1410,2824.79,5484.9,-2660.11
2023-06-20,Barishal,1000,3,2.82,27.01,8,0.297,0.54,194.6,0,1649,36.49,602,487.8,1697.64,-1209.84
2024-08-06,Rajshahi,500,5,1.4,44.27,42,0.222,1.47,196.5,0,2155,31.32,675,448.23,945.0,-496.77
2025-06-01,Dhaka,1000,5,5.43,22.52,1135,0.516,1.37,176.0,1,922,72.9,672,454.0,3648.96,-3194.96
2024-09-14,Sylhet,250,5,1.99,60.97,51,0.577,4.66,175.5,0,982,27.65,272,124.38,541.28,-416.9
2025-03-29,Dhaka,1000,4,4.74,38.45,1244,0.863,1.29,75.2,0,1074,73.13,785,905.5,3720.9,-2815.4
2025-07-05,Mymensingh,250,3,2.41,53.56,22,0.467,1.71,169.8,0,480,37.3,179,71.9,431.39,-359.49
2024-05-21,Rangpur,1500,3,5.06,75.96,11,0.355,0.71,9.4,0,700,69.43,486,1661.25,2459.16,-797.91
2023-04-27,Barishal,2000,3,1.59,38.35,9,0.529,1.4,59.2,0,1534,36.41,559,1286.26,888.81,397.45
2024-02-16,Mymensingh,500,3,4.78,22.92,17,0.599,1.41,0.0,0,1093,57.48,628,215.91,3001.84,-2785.93
2024-01-30,Dhaka,500,3,1.49,60.54,751,0.902,2.57,23.5,0,1584,50.97,807,732.84,1202.43,-469.59
2024-05-02,Barishal,1000,3,3.23,67.21,19,0.436,1.49,43.3,0,2535,48.86,1239,2498.2,4001.97,-1503.77
2023-07-05,Chattogram,500,3,4.67,77.47,242,0.746,1.77,193.8,0,1946,65.62,1277,1483.94,5963.59,-4479.65
2025-07-18,Mymensingh,1500,1,1.87,29.47,13,0.665,1.57,227.5,0,1515,26.69,404,535.76,755.48,-219.72
2023-08-23,Chattogram,1000,4,2.43,43.53,186,0.2,1.52,167.2,0,449,30.44,137,178.91,332.91,-154.0
2024-10-29,Barishal,500,1,5.32,70.65,18,0.603,0.72,90.9,0,1693,62.75,1062,1125.45,5649.84,-4524.39
2025-04-06,Rangpur,1500,2,5.43,68.41,8,0.416,1.56,61.1,0,1018,60.36,614,1890.17,3334.02,-1443.85
2024-06-22,Dhaka,1000,1,1.22,57.49,512,0.498,0.99,175.9,0,2656,22.71,603,1039.99,735.66,304.33
2024-01-15,Chattogram,1500,3,1.84,36.16,111,0.773,4.42,84.4,0,936,33.62,315,512.57,579.6,-67.03
2024-02-07,Barishal,1500,1,1.59,37.04,8,0.037,1.49,0.0,0,734,33.37,245,408.37,389.55,18.82
2023-03-02,Khulna,500,5,1.9,27.44,61,0.122,1.47,53.0,0,4421,27.58,1219,501.74,2316.1,-1814.36
2023-09-29,Chattogram,250,3,5.85,75.31,313,0.469,1.59,184.2,1,463,68.02,315,177.92,1842.75,-1664.83
2024-10-01,Dhaka,2000,3,3.76,30.38,1252,0.361,0.42,73.3,0,5338,59.95,3200,5832.96,12032.0,-6199.04
2023-12-25,Dhaka,1500,3,3.34,54.37,1246,0.11,3.28,15.0,1,1761,50.78,894,2187.31,2985.96,-798.65
2023-05-25,Rangpur,250,3,5.92,55.06,16,0.207,1.27,32.8,0,1292,62.34,805,332.42,4765.6,-4433.18
2024-09-17,Rajshahi,1500,4,3.78,42.18,23,0.365,1.15,197.3,0,1208,41.83,505,958.54,1908.9,-950.36
2024-08-23,Dhaka,1000,3,4.31,41.15,1419,0.501,1.07,176.0,0,3029,58.18,1762,2175.19,7594.22,-5419.03
2024-09-26,Chattogram,500,4,2.66,60.12,221,0.594,0.85,205.7,1,1904,51.78,986,889.17,2622.76,-1733.59
2025-04-26,Chattogram,1500,5,2.91,43.3,184,0.365,0.96,121.6,0,1847,48.67,899,1751.7,2616.09,-864.39
2023-12-23,Dhaka,500,4,3.97,35.31,982,0.674,0.43,28.3,0,1562,63.85,997,528.06,3958.09,-3430.03
2023-09-25,Khulna,1500,3,1.35,43.95,101,0.368,0.8,233.0,0,1184,27.27,323,638.81,436.05,202.76
2023-07-23,Chattogram,500,2,2.28,68.46,143,0.55,3.47,221.8,0,3924,35.21,1382,1419.18,3150.96,-1731.78
2024-09-25,Chattogram,1000,3,1.98,77.99,251,0.383,1.23,162.5,1,1173,44.53,522,1221.32,1033.56,187.76
2024-09-22,Barishal,500,3,1.08,58.16,7,0.505,1.7,238.6,0,666,17.43,116,101.2,125.28,-24.08
2025-06-23,Dhaka,1000,4,3.68,66.93,861,0.704,0.35,206.2,0,2026,71.09,1440,2891.38,5299.2,-2407.82
2024-04-02,Sylhet,1000,4,3.81,51.97,40,0.579,1.25,131.1,0,600,57.87,347,541.01,1322.07,-781.06
2024-01-19,Rajshahi,500,4,2.92,57.49,9,0.249,0.97,0.0,0,4590,45.73,2099,1810.07,6129.08,-4319.01
2023-05-11,Rajshahi,1000,4,2.34,79.29,28,0.655,1.51,106.8,0,2181,45.75,998,2373.94,2335.32,38.62
2023-12-27,Sylhet,1000,1,4.26,46.31,68,0.448,2.6,42.5,0,371,51.57,191,265.36,813.66,-548.3
2023-09-02,Rajshahi,250,1,1.67,23.98,23,0.437,1.88,147.3,0,2135,26.21,560,100.72,935.2,-834.48
2023-09-09,Rangpur,1500,2,3.59,77.42,14,0.176,3.89,120.1,1,1259,53.44,673,2344.66,2416.07,-71.41
2023-05-13,Sylhet,500,5,4.84,67.58,33,0.67,0.79,74.0,0,3992,65.8,2627,2662.99,12714.68,-10051.69
2023-08-15,Rajshahi,1000,4,1.82,43.9,26,0.425,0.92,182.0,1,1482,40.26,597,786.25,1086.54,-300.29
2025-05-19,Rangpur,1000,3,4.77,78.94,10,0.166,1.47,56.5,0,1506,49.4,744,1761.94,3548.88,-1786.94
2025-04-18,Sylhet,1000,4,4.8,40.73,24,0.581,1.49,50.0,1,1236,72.93,901,1100.93,4324.8,-3223.87
2023-08-07,Chattogram,250,4,1.3,42.33,174,0.281,2.4,158.0,0,1330,26.67,355,112.7,461.5,-348.8
2024-06-27,Dhaka,500,5,1.09,56.58,1763,0.491,1.34,153.1,1,380,40.04,152,129.0,165.68,-36.68
2023-10-02,Dhaka,1000,4,5.87,36.46,1081,0.207,0.68,117.2,0,1098,57.41,630,689.09,3698.1,-3009.01
2025-06-17,Rangpur,1000,3,1.97,61.91,8,0.809,3.46,147.9,0,810,34.65,281,521.9,553.57,-31.67
2025-07-08,Barishal,1500,3,5.11,29.17,12,0.64,1.92,114.2,0,1219,56.56,689,904.42,3520.79,-2616.37
2024-10-03,Mymensingh,1000,2,3.81,26.48,15,0.607,2.19,111.4,1,3514,48.66,1710,1358.42,6515.1,-5156.68
2023-09-30,Sylhet,250,3,2.32,52.09,18,0.482,1.52,216.6,0,5080,26.36,1339,523.11,3106.48,-2583.37
2023-04-19,Khulna,500,3,1.65,53.33,41,0.555,1.04,75.2,0,1893,35.23,667,533.57,1100.55,-566.98
2023-03-09,Dhaka,500,2,3.48,26.4,1244,0.4,1.6,34.9,0,1072,58.17,624,247.1,2171.52,-1924.42
2023-10-16,Sylhet,250,4,3.04,77.85,18,0.763,3.5,2.4,0,607,56.07,340,198.52,1033.6,-835.08
2024-07-15,Rajshahi,500,3,4.49,54.4,21,0.344,1.17,181.4,0,1159,52.39,607,495.31,2725.43,-2230.12
2024-03-14,Mymensingh,500,5,5.52,29.06,9,0.088,2.77,100.5,0,682,55.88,381,166.08,2103.12,-1937.04
2024-07-17,Dhaka,500,2,5.03,38.69,1245,0.899,0.37,147.5,0,1398,82.2,1149,666.82,5779.47,-5112.65
2025-01-25,Rajshahi,250,3,2.37,68.01,47,0.61,3.85,62.1,0,1569,33.78,530,270.34,1256.1,-985.76
2023-01-23,Sylhet,250,3,5.39,51.39,28,0.509,1.79,0.0,0,1864,62.62,1167,449.79,6290.13,-5840.34
2023-07-31,Sylhet,250,2,5.17,31.29,19,0.631,1.7,182.9,1,1755,61.42,1078,252.98,5573.26,-5320.28
2024-05-19,Rajshahi,500,3,5.65,26.17,22,0.457,4.79,0.0,0,424,50.45,214,84.01,1209.1,-1125.09
2025-06-18,Barishal,500,2,3.29,45.85,16,0.495,3.65,142.0,0,835,40.15,335,230.4,1102.15,-871.75
2025-06-13,Dhaka,1000,2,4.84,40.24,755,0.572,2.88,109.9,0,846,58.97,499,602.39,2415.16,-1812.77
2025-04-27,Barishal,250,2,3.96,59.36,6,0.137,1.16,102.6,0,1196,48.35,578,257.33,2288.88,-2031.55
2023-11-02,Sylhet,500,2,2.55,75.51,20,0.692,0.47,43.6,1,1756,60.85,1069,1210.8,2725.95,-1515.15
2024-11-05,Rangpur,500,4,5.97,34.86,8,0.566,0.88,128.0,0,954,74.65,712,372.3,4250.64,-3878.34
2023-11-11,Rangpur,500,1,1.19,71.31,7,0.499,1.69,37.8,0,14950,34.82,5206,5568.6,6195.14,-626.54
2023-05-12,Chattogram,250,3,1.81,75.23,341,0.666,1.26,62.8,0,3865,42.54,1644,927.59,2975.64,-2048.05
2024-12-17,Chattogram,1000,4,5.46,74.12,272,0.95,0.89,0.0,0,791,81.14,642,1427.55,3505.32,-2077.77
2024-09-22,Mymensingh,1000,3,1.3,77.12,14,0.691,0.82,219.4,0,4144,30.96,1283,2968.35,1667.9,1300.45
2024-01-20,Rajshahi,500,5,5.43,70.53,10,0.903,0.82,135.7,0,5246,75.82,3978,4208.53,21600.54,-17392.01
2024-07-22,Mymensingh,250,4,4.58,55.61,17,0.251,0.93,220.4,0,681,52.57,358,149.31,1639.64,-1490.33
2023-07-04,Dhaka,1500,4,1.18,44.59,2426,0.427,1.19,188.5,0,713,26.26,187,375.22,220.66,154.56
2024-04-17,Sylhet,500,2,3.15,49.5,42,0.459,3.12,82.8,0,1785,47.45,847,628.9,2668.05,-2039.15
2025-07-11,Rangpur,500,4,4.77,72.36,6,0.556,2.82,114.7,0,3436,59.04,2029,2202.28,9678.33,-7476.05
2024-09-06,Mymensingh,1500,4,3.92,38.08,12,0.871,0.57,215.2,0,2056,56.12,1154,1977.49,4523.68,-2546.19
2023-05-28,Chattogram,1500,3,5.68,29.56,266,0.605,0.41,51.3,1,489,73.92,361,480.2,2050.48,-1570.28
2023-03-01,Barishal,500,2,5.34,28.45,23,0.44,1.99,31.9,0,938,65.84,618,263.73,3300.12,-3036.39
2025-03-27,Rajshahi,1000,3,2.66,69.62,15,0.57,1.97,72.5,0,1083,48.43,524,1094.43,1393.84,-299.41
2024-03-04,Dhaka,500,4,1.42,65.69,912,0.74,2.27,48.8,0,2946,47.55,1401,1380.48,1989.42,-608.94
2024-02-27,Sylhet,250,3,5.72,49.86,29,0.841,0.88,0.0,0,605,76.41,462,172.76,2642.64,-2469.88
2025-02-07,Sylhet,1000,4,3.59,36.49,28,0.463,2.95,10.4,0,677,57.12,387,423.65,1389.33,-965.68
2025-02-13,Mymensingh,250,2,1.37,60.66,18,0.569,0.51,0.0,0,1705,41.29,704,320.28,964.48,-644.2
2025-06-26,Khulna,500,4,5.08,22.31,49,0.814,0.47,169.6,0,1631,71.37,1164,389.53,5913.12,-5523.59
2024-05-01,Dhaka,1500,2,5.34,54.09,628,0.576,1.5,89.6,0,3076,76.67,2358,5739.49,12591.72,-6852.23
2024-07-29,Dhaka,2000,2,4.2,43.91,845,0.705,0.83,140.4,0,1058,60.71,642,1691.41,2696.4,-1004.99
2024-04-05,Khulna,500,3,3.24,78.67,34,0.584,1.3,133.9,0,3484,52.04,1813,2139.43,5874.12,-3734.69
2024-09-30,Chattogram,1000,1,4.31,50.45,91,0.905,1.17,157.1,0,3099,69.44,2152,3257.05,9275.12,-6018.07
2024-10-18,Barishal,1000,1,4.53,53.14,19,0.936,0.8,36.9,0,1521,69.24,1053,1678.69,4770.09,-3091.4
2024-05-16,Chattogram,1500,2,5.47,62.74,234,0.863,1.07,112.7,0,1121,71.31,799,2255.82,4370.53,-2114.71
2023-06-19,Mymensingh,500,3,5.78,49.07,10,0.601,0.69,182.6,0,5328,67.6,3602,2651.25,20819.56,-18168.31
2024-01-03,Mymensingh,250,5,3.57,33.47,19,0.73,1.15,83.7,0,2269,57.26,1299,326.08,4637.43,-4311.35
2025-07-07,Sylhet,500,4,4.99,52.24,33,0.876,1.14,244.3,0,1337,58.23,779,610.42,3887.21,-3276.79
2023-08-08,Mymensingh,500,3,5.82,76.66,8,0.575,1.87,124.7,0,829,64.61,536,616.35,3119.52,-2503.17
2025-04-01,Barishal,500,1,1.76,44.59,17,0.585,3.05,169.1,0,4070,20.28,825,551.8,1452.0,-900.2
2024-10-20,Rajshahi,1000,3,1.09,60.78,34,0.813,1.92,0.0,0,1040,41.3,430,784.06,468.7,315.36
2023-01-24,Dhaka,1000,4,5.34,78.68,1039,0.759,2.69,0.0,0,1122,85.87,963,2273.07,5142.42,-2869.35
2024-02-29,Khulna,500,3,1.98,69.8,43,0.29,0.45,0.0,1,963,35.81,345,361.22,683.1,-321.88
2024-01-11,Rajshahi,1000,2,1.21,59.54,21,0.627,3.07,83.9,1,1256,36.98,464,828.8,561.44,267.36
2024-01-29,Rangpur,250,2,1.8,64.16,5,0.737,2.21,50.8,1,2164,40.7,881,423.94,1585.8,-1161.86
2023-06-20,Khulna,1500,4,2.92,76.19,47,0.25,1.13,191.1,0,1142,52.24,597,2046.84,1743.24,303.6
2025-01-10,Rangpur,1500,3,2.1,77.59,6,0.471,0.8,0.0,0,1527,46.71,713,2489.48,1497.3,992.18
2025-01-10,Sylhet,2000,4,2.53,78.14,29,0.879,0.62,29.1,0,998,63.89,638,2991.2,1614.14,1377.06
2025-01-19,Dhaka,1500,3,5.88,57.54,1174,0.49,0.59,127.5,0,2302,82.89,1908,4940.38,11219.04,-6278.66
2023-07-26,Mymensingh,500,2,4.52,43.08,16,0.278,1.28,200.6,0,1524,48.68,742,479.48,3353.84,-2874.36
2025-06-30,Rajshahi,250,3,4.56,27.99,25,0.619,3.12,166.9,0,690,41.11,284,59.62,1295.04,-1235.42
2024-11-28,Chattogram,1000,3,1.47,43.13,153,0.716,0.19,73.3,0,1498,41.64,624,807.39,917.28,-109.89
2023-04-28,Sylhet,1500,1,4.66,76.58,32,0.566,1.42,85.8,0,1925,64.71,1246,4293.84,5806.36,-1512.52
2024-05-14,Dhaka,500,2,4.7,73.39,1611,0.563,0.32,60.0,0,1225,63.67,780,858.66,3666.0,-2807.34
2023-09-02,Sylhet,250,2,4.3,51.42,18,0.972,0.86,152.8,0,381,53.26,203,78.29,872.9,-794.61
2024-04-18,Khulna,1500,2,2.14,52.22,90,0.493,1.39,101.7,0,3929,32.36,1271,2986.72,2719.94,266.78
2024-07-31,Khulna,250,3,3.12,38.54,30,0.842,0.56,168.7,0,808,56.6,457,132.1,1425.84,-1293.74
2025-01-14,Mymensingh,500,5,5.23,47.27,25,0.529,4.31,36.7,0,2518,53.62,1350,957.22,7060.5,-6103.28
2025-02-21,Rajshahi,1000,3,4.35,62.87,13,0.572,1.8,0.0,0,1254,75.21,943,1778.59,4102.05,-2323.46
2024-09-05,Dhaka,500,3,4.66,44.15,1075,0.347,1.52,175.6,1,1529,69.14,1057,700.0,4925.62,-4225.62
2025-01-28,Khulna,250,3,3.94,31.28,41,0.614,1.62,0.0,0,1423,58.85,837,196.36,3297.78,-3101.42
2024-11-03,Mymensingh,1000,3,3.25,52.45,7,0.364,2.51,71.5,0,3301,35.65,1177,1852.01,3825.25,-1973.24
2023-11-05,Dhaka,1000,1,4.8,33.52,1453,0.602,1.6,0.0,0,1926,72.34,1393,1400.8,6686.4,-5285.6
2025-06-02,Dhaka,2000,3,1.34,78.46,1483,0.589,2.2,149.4,1,1810,43.77,792,3728.42,1061.28,2667.14
2023-12-14,Dhaka,500,3,4.37,43.42,1408,0.486,1.32,0.0,0,697,53.2,371,241.63,1621.27,-1379.64
2024-07-17,Dhaka,250,2,5.99,74.58,995,0.929,1.57,213.2,0,4667,79.87,3728,2085.26,22330.72,-20245.46
2023-09-15,Rangpur,1000,4,4.9,33.53,6,0.454,0.92,200.7,0,564,58.31,329,330.94,1612.1,-1281.16
2023-03-17,Barishal,1000,3,2.45,31.35,20,0.305,2.47,36.1,0,4066,30.35,1234,1160.58,3023.3,-1862.72
2023-05-24,Chattogram,500,3,2.39,57.01,241,0.225,1.66,43.0,1,455,41.62,189,161.62,451.71,-290.09
2025-04-27,Sylhet,1000,2,4.34,66.76,22,0.695,2.49,111.7,0,5817,58.13,3381,6771.47,14673.54,-7902.07
2023-12-03,Chattogram,500,3,5.48,54.01,241,0.507,0.6,111.7,0,2183,67.81,1480,1199.02,8110.4,-6911.38
2024-02-24,Mymensingh,500,4,3.89,33.79,6,0.27,1.51,47.9,0,1140,51.12,583,295.49,2267.87,-1972.38
2024-12-20,Mymensingh,250,2,3.64,22.27,14,0.499,3.49,75.9,1,621,44.74,278,46.43,1011.92,-965.49
2024-12-23,Chattogram,500,2,1.8,57.1,288,0.346,0.82,19.4,0,1617,46.49,752,644.09,1353.6,-709.51
2025-01-15,Rangpur,500,3,4.58,27.86,8,0.236,2.62,0.0,1,2255,56.34,1270,530.73,5816.6,-5285.87
2024-07-31,Barishal,1000,2,4.51,40.59,17,0.114,2.03,173.3,0,1703,36.15,616,750.1,2778.16,-2028.06
2023-01-29,Chattogram,1000,3,5.83,60.55,307,0.784,1.07,73.4,1,1230,89.82,1105,2007.23,6442.15,-4434.92
2025-03-24,Dhaka,1500,3,2.5,25.88,1227,0.517,1.7,57.4,0,983,41.04,403,469.33,1007.5,-538.17
2023-01-12,Khulna,250,1,4.78,27.64,90,0.29,3.43,16.1,0,3740,54.18,2026,419.99,9684.28,-9264.29
2023-02-18,Barishal,250,1,3.17,23.7,23,0.449,0.71,119.0,0,1307,41.57,543,96.52,1721.31,-1624.79
2025-02-23,Mymensingh,250,3,3.79,79.76,17,0.555,1.63,100.6,0,2119,49.9,1057,632.3,4006.03,-3373.73
2025-02-23,Barishal,250,2,5.08,43.22,15,0.78,2.37,35.7,0,2398,61.09,1465,474.88,7442.2,-6967.32
2023-08-22,Rangpur,1000,1,2.11,74.35,8,0.354,4.97,227.2,0,686,26.71,183,408.18,386.13,22.05
2025-02-17,Sylhet,1000,4,2.71,37.62,23,0.847,0.77,0.0,0,1523,55.51,845,953.67,2289.95,-1336.28
2024-07-20,Rangpur,1000,3,4.87,65.19,12,0.679,1.04,206.6,0,4102,67.09,2752,5382.09,13402.24,-8020.15
2024-10-12,Barishal,500,3,3.85,33.14,12,0.726,2.52,84.3,0,2005,52.93,1061,527.42,4084.85,-3557.43
2023-09-21,Chattogram,500,2,1.46,49.9,147,0.625,1.05,196.9,0,2234,33.85,756,565.87,1103.76,-537.89
2025-04-07,Rajshahi,1000,3,3.15,69.48,14,0.879,1.03,26.2,0,1215,59.32,721,1502.85,2271.15,-768.3
2023-01-13,Rangpur,250,3,3.93,68.98,6,0.377,2.77,0.0,0,3503,49.77,1743,901.74,6849.99,-5948.25
2023-10-31,Dhaka,1000,5,5.55,67.66,2217,0.09,0.52,57.6,0,6414,73.25,4698,9536.0,26073.9,-16537.9
2024-01-13,Rangpur,2000,4,1.94,69.42,12,0.081,1.59,0.0,0,950,38.62,367,1528.63,711.98,816.65
2024-05-17,Dhaka,500,2,5.03,32.69,1114,0.321,2.68,42.0,0,2835,59.45,1685,826.24,8475.55,-7649.31
2025-03-28,Rajshahi,1000,3,1.65,48.93,23,0.335,1.68,183.4,0,624,39.92,249,365.51,410.85,-45.34
2023-10-17,Rangpur,1000,3,2.21,49.09,11,0.588,1.34,129.3,0,2504,41.04,1028,1513.94,2271.88,-757.94
2023-04-13,Chattogram,250,3,2.22,73.43,156,0.295,2.71,93.9,0,2226,42.79,953,524.84,2115.66,-1590.82
2024-12-04,Dhaka,1000,4,5.39,37.81,689,0.379,1.44,48.0,0,734,64.68,475,538.79,2560.25,-2021.46
2025-02-02,Khulna,500,3,2.0,75.89,68,0.499,4.71,46.7,0,3127,34.4,1076,1224.86,2152.0,-927.14
2023-12-09,Rangpur,250,1,4.93,47.05,5,0.466,4.49,22.4,0,814,40.72,331,116.8,1631.83,-1515.03
2023-01-06,Dhaka,1000,3,3.31,60.19,1091,0.934,0.99,42.9,0,6329,64.77,4099,7401.56,13567.69,-6166.13
2023-09-11,Mymensingh,1500,1,6.0,36.13,10,0.416,3.1,217.9,0,1808,54.8,991,1611.22,5946.0,-4334.78
2024-04-11,Dhaka,500,4,5.2,44.62,1201,0.302,1.0,70.8,0,1468,61.73,906,606.39,4711.2,-4104.81
2024-08-20,Mymensingh,500,3,4.7,62.59,12,0.443,0.46,237.8,0,1025,57.22,587,551.1,2758.9,-2207.8
2024-09-09,Mymensingh,1500,3,5.35,50.76,16,0.608,1.38,170.3,0,2503,62.87,1574,3595.33,8420.9,-4825.57
2024-10-25,Khulna,1500,2,4.17,75.84,17,0.64,1.79,40.3,0,2077,54.23,1126,3842.81,4695.42,-852.61
2023-12-31,Rajshahi,1000,4,5.22,64.23,31,0.707,3.28,40.5,1,1807,71.66,1295,2495.34,6759.9,-4264.56
2024-01-21,Khulna,500,4,2.31,53.86,60,0.527,0.91,22.3,0,967,62.41,604,487.97,1395.24,-907.27
2023-12-20,Sylhet,1500,3,1.49,73.2,45,0.021,3.75,19.8,0,1356,28.86,391,1287.95,582.59,705.36
2023-02-09,Dhaka,500,2,4.08,59.93,1573,0.939,3.21,65.2,0,976,64.61,631,567.24,2574.48,-2007.24
2025-03-21,Dhaka,1000,3,3.17,58.84,1246,0.497,0.34,65.5,0,492,50.32,248,437.77,786.16,-348.39
2024-06-03,Dhaka,250,1,3.13,34.78,850,0.622,0.57,142.7,0,1483,42.57,631,164.6,1975.03,-1810.43
2024-05-03,Khulna,1000,1,3.63,43.69,53,0.723,1.08,64.4,0,750,49.52,371,486.27,1346.73,-860.46
2024-11-23,Chattogram,500,2,2.81,61.0,249,0.207,4.1,0.4,0,6720,39.06,2625,2401.88,7376.25,-4974.37
2023-03-15,Sylhet,500,2,4.13,73.51,42,0.65,1.02,50.0,0,6087,55.33,3368,3713.73,13909.84,-10196.11
2025-03-04,Mymensingh,500,3,1.15,38.93,17,0.228,1.4,119.1,0,2094,29.67,621,362.63,714.15,-351.52
2023-02-12,Chattogram,500,5,5.85,32.93,230,0.291,0.18,0.0,0,454,65.64,298,147.2,1743.3,-1596.1
2025-07-02,Rajshahi,1000,3,5.62,55.62,23,0.216,2.09,184.7,1,2253,67.43,1519,2534.6,8536.78,-6002.18
2024-02-26,Khulna,1500,1,5.68,24.03,55,0.793,0.8,16.7,0,1404,73.88,1037,1121.36,5890.16,-4768.8
2023-02-19,Rangpur,2000,3,2.83,62.87,13,0.329,3.14,25.6,0,3569,49.76,1776,6699.43,5026.08,1673.35
2023-05-15,Mymensingh,500,3,3.66,62.19,27,0.498,2.1,0.0,0,3338,46.82,1563,1458.04,5720.58,-4262.54
2025-04-27,Rangpur,1000,2,5.77,41.3,11,0.51,2.45,105.8,0,963,77.98,751,930.49,4333.27,-3402.78
2024-03-21,Mymensingh,1000,5,5.51,73.56,16,0.515,1.43,68.8,0,1266,71.92,911,2010.39,5019.61,-3009.22
2023-01-10,Dhaka,500,3,4.95,50.13,1005,0.857,0.9,68.9,0,1203,79.24,953,716.61,4717.35,-4000.74
2023-08-30,Rangpur,250,5,3.04,58.75,7,0.533,1.41,196.0,0,1221,46.04,562,247.63,1708.48,-1460.85
2023-01-13,Barishal,1000,3,3.82,32.57,10,0.145,0.92,31.9,0,539,40.79,220,214.96,840.4,-625.44
2025-06-12,Dhaka,1500,3,4.96,45.04,305,0.859,0.73,180.3,0,2138,67.77,1449,2936.83,7187.04,-4250.21
2023-01-07,Mymensingh,1000,2,2.37,71.75,9,0.848,1.74,119.6,0,1731,46.84,811,1745.68,1922.07,-176.39
2023-07-16,Dhaka,500,3,4.13,32.78,1026,0.524,1.57,147.9,0,1301,50.9,662,325.51,2734.06,-2408.55
2024-10-21,Sylhet,1000,2,5.14,43.43,26,0.676,1.34,91.7,0,1982,66.15,1311,1708.1,6738.54,-5030.44
2025-05-13,Dhaka,500,4,4.54,39.08,1319,0.464,0.81,89.6,0,2055,66.52,1367,801.34,6206.18,-5404.84
2025-04-09,Khulna,1000,4,3.4,29.07,32,0.335,2.61,15.5,0,3699,50.82,1880,1639.55,6392.0,-4752.45
2023-02-12,Barishal,1000,4,3.92,37.38,9,0.792,1.13,27.6,1,3062,73.53,2251,2524.27,8823.92,-6299.65
2025-06-12,Rajshahi,250,4,5.94,33.97,8,0.639,5.85,117.7,0,3368,58.38,1966,500.89,11678.04,-11177.15
2024-07-15,Khulna,1500,4,4.01,75.42,54,0.051,0.63,177.3,0,872,48.14,420,1425.44,1684.2,-258.76
2024-10-25,Chattogram,500,2,4.93,64.46,155,0.394,0.58,15.1,0,746,57.01,425,410.93,2095.25,-1684.32
2025-03-29,Rangpur,2000,3,4.63,38.97,6,0.513,1.1,95.3,0,3184,47.69,1518,3549.39,7028.34,-3478.95
2023-06-25,Dhaka,500,3,4.51,65.8,1378,0.264,1.48,129.6,0,5408,57.44,3106,3065.62,14008.06,-10942.44
2024-08-30,Khulna,500,3,4.58,21.33,31,0.253,1.41,179.5,0,2962,53.53,1586,507.44,7263.88,-6756.44
2023-04-30,Mymensingh,500,4,3.27,51.59,15,0.529,1.64,15.0,0,2060,50.52,1041,805.58,3404.07,-2598.49
2024-01-26,Rangpur,500,2,3.37,35.02,5,0.088,1.5,49.0,0,1643,39.97,657,345.12,2214.09,-1868.97
2024-12-16,Khulna,250,1,3.34,26.86,44,0.385,4.77,26.9,0,12118,30.18,3657,736.7,12214.38,-11477.68
2025-01-03,Barishal,1000,5,1.17,73.03,10,0.792,0.95,22.6,0,2930,41.18,1207,2644.42,1412.19,1232.23
2023-01-21,Rangpur,1000,3,2.21,31.96,8,0.765,0.99,35.6,0,1422,49.68,706,676.91,1560.26,-883.35
2024-04-16,Rangpur,1000,2,1.77,69.34,16,0.792,1.85,101.0,1,6559,48.26,3165,6583.83,5602.05,981.78
2024-08-05,Rajshahi,250,4,5.43,44.79,10,0.304,0.82,145.6,1,5461,63.2,3451,1159.28,18738.93,-17579.65
2024-06-18,Dhaka,1000,5,2.37,20.86,1942,0.961,2.52,179.3,0,599,50.47,302,188.99,715.74,-526.75
2025-03-14,Chattogram,250,2,1.69,63.95,153,0.456,1.61,61.3,0,692,37.26,258,123.74,436.02,-312.28
2023-09-27,Chattogram,1000,4,1.6,55.78,314,1.0,1.07,232.1,0,1416,49.58,702,1174.73,1123.2,51.53
2025-05-03,Rajshahi,250,5,4.5,40.65,30,0.083,1.98,63.7,0,3996,51.35,2052,625.6,9234.0,-8608.4
2023-07-23,Dhaka,1500,5,1.03,36.89,1306,0.541,1.48,147.8,0,1090,33.19,362,600.94,372.86,228.08
2024-10-26,Sylhet,1000,5,3.36,24.42,18,0.193,1.07,19.8,0,801,44.53,357,261.54,1199.52,-937.98
2023-08-23,Chattogram,1000,3,1.59,76.49,247,0.403,1.95,169.3,0,2892,27.99,809,1856.41,1286.31,570.1
2023-05-07,Chattogram,500,3,5.25,49.64,617,0.281,3.72,52.4,0,423,49.32,209,155.62,1097.25,-941.63
